# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
NGC3997,0.015914,NGC3997,SN2004aw,Ic,37629,UGC06942/SDSSJ115748.24+251614.1/PGC1730844/PGC037629/NGC3997/MCG+04-28-102/LGG260:[G93]003/KUG1155+255B/IRAS11552+2532/CGCG127-114/AGC006942/2MASXJ11574822+2516142,G,11.9205563,25.5489961,B115514.0+253256,11.9634,25.2706695,J115748.2+251614,218.6982832,77.8327335,88.1698754,-5.7093569,0,SBb,B,,M,,3.0,0.5,1041,53,296,0.03,125.79,21412,311,15066,105,14.03,74,13.46,74,13295,104,11008,88,-115,525,113.76,4.8,,,,,,,15068,182,12925,4770.8,3.4,4766.4,6.7,4770.0,2.6,0.09,428,63.19,0.04,1037,13476,-157,463,22486,127.46,5.43,15031,1555,4709.6,4744.7,4909.4,5076.5,34263,221,,,34263,221,-20787,233,1.0,11:57:50.24,+25:15:55.1,P97,11:57:48.24,25:16:14.41,26.4,-19.4102,,,,,,,11:57:50,25:15:55,,,SN2004aw
SN2004cs,0.014000,UGC11001,SN2004cs,Ia,60957,UGC11001/PGC060957/MCG+02-45-004/IRAS17479+1418/CGCG083-027/2MASXJ17501431+1417051/2MASXJ17501363+1417151,G,17.7992116,14.2994459,B174757.2+141758,17.837206,14.286215,J175013.9+141710,39.2205471,19.8844335,119.5031742,74.2950199,0,Sd,,R,,,8.1,0.8,1146,39,344,0.03,133.79,,,,,14322,323,,,,,10991,259,,,141.57,5.28,,,,,,,16241,224,13392,4217.0,3.8,4214.0,7.0,4216.3,2.5,412,628,78.73,0.08,1171,13272,,,23094,144.35,5.43,16156,2884,4383.9,4363.2,4431.2,4145.5,34054,245,33.78,0.54,34007,223,-20735,393,1.0,17:50:13.91,14:17:12.34,JL,17:50:13.94,14:17:10.37,6.57599999997,-10.8740,,,,,,,17:50:14.38,14:16:59.5,,,SN2004cs
NGC6118,0.005243,NGC6118,SN2004dk,Ib,57924,UGC10350/PGC057924/NGC6118/MCG+00-42-002/KIG0736/IRAS16192-0210/IRAS16192-0209/HIPASSJ1621-02/CGCG024-008/6dFJ1621486-021700/2MIG2235/2MASXJ16214862-0217003,G,16.320138,-2.1663585,B161912.5-020959,16.3635085,-2.2834505,J162148.6-021700,11.4577562,31.4695642,138.4856278,48.0785169,0,Sc,,,,,6.0,0.3,1648,16,398,23,58.97,22984,324,12553,83,12443,83,11683,83,10.35,0.1,8729,0.06,195,835,155.59,2.13,,,,,,,13903,72,11803,1570.9,2.4,1581.1,39.2,1571.0,1.7,683,695,68.68,0.05,1696,11057,-63,521,23648,167.02,2.32,13857,2.8,1599.0,1621.5,1708.1,1651.8,32018,635,31597,0.25,31653,232,-20595,247,1.0,16:21:49.00,-02:16:16.3,P97,16:21:48.63,-02:17:00.42,5.54100000013,43.4218,,,,,,,16:21:49,-2:16:17,,,SN2004dk
UGC12158,0.030974,UGC12158,SN2004ef,Ia,69533,UGC12158/PGC069533/MCG+03-57-032/CGCG452-045/2MASXJ22421049+1959492,G,22.6624664,19.7350066,B223944.9+194406,22.7029139,19997,J224210.5+195949,85.9247679,-33.4261637,310.0253744,36.0193854,0,Sb,,,,D,3.1,0.4,1014,46,41,26,,,,,,15246,0.32,,,,,11014,151,,,68.29,1.91,,,,,,,15786,126,,9288.7,4.6,9288.5,3.7,9288.6,2.4,238,63,25.47,0.02,1035,14875,,,23987,158.8,5.22,15764,889,9561.8,9478.4,9406.5,8931.0,35693,115,35.46,0.03,35475,116,-20.6,341,1.0,22:42:11,19:59:48,P95,22:42:10.49,19:59:049.2,-7.35060000006,-9.19999999999,,198,161,201,162,,22:42:10.533,19:59:48.99,22:42:10.496,19:59:49.21,SN2004ef
UGC11816,0.015837,UGC11816,SN2004ey,Ia,67410,UGC11816/SDSSJ214907.30+002650.3/SDSSJ214907.29+002650.3/PGC067410/MCG+00-55-018/KIG0931/HIPASSJ2149+00/CGCG376-034/2MIG2963/2MASXJ21490730+0026509,G,21.7760344,0.2139231,B214633.7+001250,21.8186917,0.4473174,J214907.3+002650,57.4726785,-38.2682684,281.120041,44.4326597,0,Sbc,B,R,,,4.3,0.5,902,58,23,21,,22739,466,16226,252,14829,287,,,13575,323,11499,0.11,,,52.47,1.68,,,,,,,15346,186,,4747.2,3.9,4746.9,2.3,4747.0,0.8,596,39,19.08,0.02,957,14163,,,23036,160.49,6.33,15324,1161,4962.1,4900.0,4808.8,4402.8,34226,226,34261,48,34261,48,-20098,291,1.0,21:48:57,00:28:00,P95,21:49:07.29,00:26:50.34,10.6482000001,-11.34264,,109,108,146,167,,21:49:08,00:26:39,,,SN2004ey
ESO552-G40,0.022649,ESO552-G40,SN2004ff,IIb,16465,PGC016465/MCG-04-12-026/ESOLV5520400/ESO552-040/6dFJ0458471-213410/2MASXJ04584706-2134098,G,4.944115,-21.6441594,B045638.8-213839,4.9797389,-21.5694028,J045847.1-213410,221.7397931,-33.9368587,279.9496962,-61.8954117,0,SBab,B,,,,2.1,0.9,1092,35,202,24,52.22,21615,335,,,14.31,0.2,,,12206,78,10.23,57,,,212.75,11.2,,,,,,,15.96,92,,6786.1,7.3,6818.0,26.0,6788.5,7.8,142,257,54.36,0.03,1097,13843,,,23213,261.78,13.95,15931,2088,6637.1,6650.9,6545.8,6785.8,34895,166,,,34895,166,-21051,0.26,1.0,04:58:46.93,-21:34:11.0,P97,04:58:47.06,-21:34:09.85,-15.9006,-2.14992000001,,,,,,,4:58:46,-21:34:12,,,SN2004ff
M+03-22-20,0.026645,MCG+03-22-020,SN2004gs,Ia,24286,SDSSJ083823.84+173752.8/SDSSJ083823.84+173752.7/PGC024286/NPM1G+17.0214/MCG+03-22-020/KPG166A/CGCG089-058/ARK174/2MASXJ08382384+1737526,G,8.5926621,17.8074671,B083533.6+174827,8.6399602,17.6313588,J083823.9+173753,207.9600805,31.3152395,64.8709513,-48.043628,0,E,,R,,,-3.6,1.5,816,64,74,28,41.58,22282,333,16454,131,15213,606,,,13465,96,11081,68,,,,,,,,,,,,,,,,8214.0,2.4,8214.0,2.4,134,0.0,41.18,0.02,831,14957,,,23158,,,,,8088.9,8118.0,8202.1,8475.4,35.39,132,35524,32,35524,32,-20567,606,1.0,08:38:24,17:37:53,P95,08:38:23.86,17:37:52.89,-12.8508000001,-12.89168,,175,170,175,169,,8:38:23.851,17:37:52.85,8:38:23.84,17:37:52.68,SN2004gs
ANTENNAE,0.005688,ARP244,SN2004gt/SN2013dk,Ibc,3167483,VV245/ARP244/ANTENNAE/2MASXJ12015317-1852379,M2,11.9887265,-18.5976207,B115919.4-183551,12.0314531,-18.8760477,J120153.2-185234,286.9628053,42.4540509,131.7877325,-17.2695197,1,,,,,,,,,,,,,,,,,,,,,,,7.38,0.1,,,,,,,,,,,,,,,,1705.0,7.0,1705.0,7.0,201,,,,,,,,,,,,,1464.4,1547.9,1642.2,2058.6,31916,661,,,31916,661,,,1.0,12:01:50.60,-18:52:10.61,arx,12:01:53.23,-18:52:33.77,-42.8994,21.07172,,,,,,,12:01:50.37,-18:52:12.7,,,SN2004gt/SN2013dk
anon1,0.08057,2MASXJ14564322+0919361,SN2005ag,Ia,200171,SDSSJ145643.21+091936.4/PGC200171/IRAS14542+0931/2MASXJ14564322+0919361,G,14.9047569,9.5274531,B145417.1+093139,14.9453357,9.3267869,J145643.2+091936,7.8443236,55.5014597,115.0560791,31.6643827,0,SBbc,B,R,,,3.6,3.0,571,93,143,29,80.75,,,18164,35,16618,0.5,,,15165,134,12446,76,,,,,,,,,,,,,,,,23803.5,15.0,23803.5,15.0,173,226,45.67,0.02,581,16064,,,22957,,,,,23800.4,23832.3,23970.2,23997.5,37778,45,37.62,0.08,37.74,79,-21676,506,1.0,14:56:43,09:19:44,P95,14:56:43.21,09:19:36.43,11.8722,6.56716,,145,133,146,135,,14:56:43.24,9:19:35.70,14:56:43.224,9:19:36.11,SN2005ag
NGC6744,0.002805,NGC6744,SN2005at,Ic,62836,PGC062836/NGC6744/IRAS19050-6354/HIPASSJ1909-63A/ESOLV1040420/ESO104-042/AGC032316/2MASXJ19094609-6351271,G,19.0838096,-63.9381846,B190501.7-635617,19.1627919,-63.8574729,J190946.1-635127,332.2240282,-26.1462672,208.1012292,10.3824212,1,Sbc,B,R,,,4.0,0.2,2195,17,206,34,15.4,22487,324,,,9135,151,,,7.63,0.1,6007,158,0.24,0.86,143.04,1.95,148.66,28.28,101.01,6.92,,,9932,156,9361,839.7,3.3,890.0,6.0,851.4,15.2,186,333,53.51,0.03,2204,8611,,,23474,177.92,2.58,9904,1294,716.4,758.5,665.2,811.5,30067,1632,29805,97,29805,97,-21194,179,4.0,19:09:45/19:09:45/19:09:53/19:09:53,-63:50:39/-65:49:42/-63:50:12/-63:49:15,HK,19:09:46.05,-63:51:026.9,-15.7626000001,4.90243999999,,,,,,,19:09:45,-63:51:22,,,SN2005at
anon2,0.035024,SDSSJ145931.51+164011.0,SN2005be,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14:59:33,16:40:11,P95,14:59:33,16:40:12,0.0,0.0,,185,163,157,141,,14:59:33,16:40:12,,,SN2005be
M+03-31-93,0.023086,MCG+03-31-093,SN2005bg,Ia,39401,SDSSJ121717.25+162217.8/SDSSJ121717.24+162217.8/SDSSJ121717.23+162217.8/PGC039401/MCG+03-31-093/KUG1214+166/IRAS12147+1638/CGCG098-131/AGC220294/2MASXJ12171723+1622172,G,12.2457882,16.6491967,B121444.8+163857,12.2881145,16.3715051,J121717.2+162217,264.8517565,76.6469826,98.1018191,-4.3041379,0,Sb,,,,C,2.8,3.0,804,65,59,28,32.12,22309,288,15977,47,15107,327,,,14082,101,12089,74,,,83.1,8.86,,,,,,,15571,0.42,13.93,6918.0,8.5,6904.3,3.3,6906.2,3.9,139,86,30.33,0.02,815,14.83,,,22771,164.56,18.14,15.55,0.72,6812.6,6859.4,7019.4,7231.7,35055,155,35.08,0.06,35077,56,-20247,332,1.0,12:17:17,16:22:16,P95,12:17:17.21,16:22:17.42,-3.18300000005,0.581639999997,,164,163,164,164,,12:17:17.23,16:22:17.40,12:17:17.238,16:22:17.23,SN2005bg
anon3,0.060041,SDSSJ030110.70-003307.1,SN2005gj,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:01:12,-0:33:14,P95,03:01:12,-0:33:14,0.0,0.0,,,,,,,03:01:12,-0:33:14,,,SN2005gj
ESO488-G30,0.040118,ESO488-G30,SN2005gn,II,17906,PGC017906/MCG-04-14-034/ESOLV4880300/ESO488-030/6dFJ0548485-242245/2MASXJ05484853-2422445,G,5.7791744,-24.3939002,B054645.0-242338,5.8134768,-24.3790455,J054848.5-242245,229.1602456,-24.0160094,264.6376972,-72.220651,0,Sc,,,,,4.9,1.4,1.02,63,135,49,43.84,22355,306,,,14615,204,,,12695,79,11574,308,,,,,,,,,,,,,,,,12037.0,42.8,12037.0,42.8,137,231,44.04,0.02,1028,14.18,,,23198,,,,,11838.3,11868.5,11785.4,12109.5,36186,92,,,36186,92,-22006,224,1.0,05:48:49.14,-24:22:44.5,P97,05:48:48.52,-24:22:44.56,7.2528,-1.4362,,,,,,,5:48:49,-24:22:46,,,SN2005gn
M+00-06-03,0.045931,MCG+00-06-003,SN2005hc,Ia,7299,SDSSJ015648.51-001245.2/SDSSJ015648.50-001245.2/PGC007299/MCG+00-06-003/CGCG387-004/2MASXJ01564849-0012454,G,1.9041457,-0.4563981,B015414.9-002723,1.9468027,-0.2126131,J015648.5-001245,155.8733976,-58.8388822,300.5180646,-14.9168805,0,Sbc,,,,,4.4,2.5,0.74,67,0.24,27,46.32,22445,398,17313,255,15806,395,,,14.65,102,12.04,105,,,,,,,,,,,,,,,,13762.3,3.7,13762.3,3.7,141,396,56.95,0.03,744,15179,,,22802,,,,,13855.5,13801.1,13664.8,13486.5,36514,79,36.7,0.03,36677,93,-21498,406,1.0,01:56:49,-0:12:45,P95,01:56:48.49,-00:12:45.41,-7.3458,-3.58716,,202,144,163,160,,1:56:47.976,-0:12:48.62,1:56:48.496,-0:12:45.42,SN2005hc
anon4,0.05804,SN2005hj,SN2005hj,Ia,5070402,SN2005HJ,sn,1.4042014,-1.4973088,B012415.1-012950,1.44675,-1.2380556,J012648.3-011417,142.5456447,-62.7552293,297.4122809,-7.9850604,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:26:48,-1:14:16,P95,01:26:048.3,-01:14:017.0,-4.49999999998,0.000159999999649,,131,154,127,155,,01:26:48,-1:14:17,,,SN2005hj
SN2005hk,0.013004,UGC00272,SN2005hk,Iax,1713,UGC00272/SDSSJ002749.73-011159.9/SDSSJ002749.73-011159.8/SDSSJ002749.72-011159.9/PGC001713/NIBLES0063/MCG+00-02-036/KUG0025-014/HIPEQJ0027-01a/HIPASSJ0027-01A/CGCG383-019/6dFJ0027498-011200/2MASXJ00274969-0111594/2DFGRSS819Z417,G,0.4211536,-1.4764966,B002516.2-012835,0.4638152,-1.1999464,J002749.7-011200,109.6294282,-63.4602974,293.4406807,6.2135453,0,SABc,B,,,,6.5,0.8,1128,29,435,23,126.43,23842,456,16172,207,15228,306,,,14043,315,12921,166,,,101.93,3.1,,,,,,,15393,161,,3897.3,4.8,3898.7,2.8,3898.3,1.8,99,769,70.66,0.05,1.12,14342,,,23753,108.03,3.31,15343,1.0,4053.0,3988.3,3848.4,3552.1,33733,282,33723,176,33725,0.15,-19383,341,1.0,0:27:49.95,-1:12:00.24,JL,00:27:49.73,-01:11:59.81,17.0292,7.30704,,,,,,,00:27:50.87,-01:11:52.5,,,SN2005hk
NGC2906,0.007138,NGC2906,SN2005ip,In,27074,UGC05081/SDSSJ093206.21+082630.3/PGC027074/NGC2906/MCG+02-25-001/IRAS09294+0839/CGCG063-001/AGC005081/2MASXJ09320624+0826308,G,9.4906643,8.6632361,B092926.4+083948,9.5350625,8.4418092,J093206.2+082631,224.9031746,39.4031779,87.340182,-44.219896,0,Sc,,,M,,5.7,0.8,1132,76,226,47,70.71,21779,389,15355,0.0070,13173,359,,,11785,114,9131,35,,,156.64,3.09,,,,,,,15652,0.19,12376,2141.2,3.4,2321.4,1.6,2287.4,49.9,205,397,54.96,0.03,1142,12562,,,22132,191.3,3.97,15623,3061,2110.7,2160.3,2258.5,2610.6,32585,483,33152,346,32.96,281,-20398,456,1.0,09:32:06,08:26:31,SV,09:32:06.23,08:26:30.51,-3.37499999997,13.48688,,,,,,,09:32:06,08:26:44,,,SN2005ip
anon5,0.076452,GALEXASCJ011643.76+004738.1,SN2005ir,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:16:44,00:47:36,P95,01:16:44,00:47:37,0.0,0.0,,174,173,165,155,,01:16:44,00:47:37,,,SN2005ir
anon6,0.050034,2MASXJ22594265-0000478,SN2005ku,Ia,1154145,SDSSJ225942.68-000048.8/SDSSJ225942.66-000048.9/SDSSJ225942.66-000048.8/SDSSJ225942.66-000048.7/SDSSJ225942.65-000048.8/PGC1154145/NPM1G-00.0607/2MASXJ22594265-0000478,G,22.9524595,-0.2819951,B225708.9-001655,22.9951864,-0.0135672,J225942.7-000049,73.6143157,-51.8520312,287.9605384,27.6509265,0,E?,,,,,-2.5,4.6,594,78,353,37,86.87,,,17899,0.02,16.48,596,,,15723,0.17,13722,79,,,,,,,,,,,,,,,,13615.3,1.7,13615.3,1.7,233,0.0,90.0,0.83,607,16043,,,23137,,,,,13816.3,13748.8,13629.3,13248.4,36513,0.08,35.67,0.13,36283,422,-20241,0.73,1.0,22:59:42,-0:00:50,P95,22:59:42.67,-00:00:48.84,4.93440000002,-0.16192,,111,158,108,165,,22:59:42.61,-0:00:49.30,22:59:42.656,-0:00:47.85,SN2005ku
M-03-07-40,0.032188,MCG-03-07-040,SN2005lu,Ia,9874,PGC009874/MCG-03-07-040/IRAS02337-1728/ESOLV5450380/ESO545-038/6dFJ0236036-171547/2MASXJ02360360-1715464,G,2.561926,-17.4801164,B023342.9-172848,2.6010021,-17.2628739,J023603.6-171546,196.1755009,-63.9203695,284.9740063,-28.2061113,0,Sbc,,R,,,3.9,2.5,1017,44,0.3,28,164.5,24409,1303,,,14.5,0.2,,,13865,75,12083,93,,,,,,,,,,,,,12985,,,4666.0,24.0,4666.0,24.0,0.11,474,62.79,0.04,1015,13885,,,22.79,,,,,4654.2,4627.5,4474.5,4459.0,34073,243,35.98,0.04,35.98,0.04,-22095,204,1.0,02:36:04,-17:15:51,P95,02:36:03.61,-17:15:46.35,5.88660000003,-3.65396000001,,187,161,151,164,,02:36:04,-17:15:50,,,SN2005lu
IC672,0.025718,IC672,SN2005lw,II,33724,PGC033724/MCG-02-29-002/IRAS11055-1212/IC0672/6dFJ1108032-122903/2MASXJ11080324-1229032,G,11.0924581,-12.2132588,B110532.8-121248,11.1342319,-12.4842083,J110803.2-122903,267.2644061,43.1141129,122.288308,-28.7789972,0,S0-a,,,,,-1.5,1.5,875,88,351,38,155.0,,,,,,,,,13208,79,10851,41,,,,,,,,,,,,,12927,,,7710.0,29.0,7710.0,29.0,213,0.0,90.0,0.83,884,,,,,,,,,7466.0,7545.3,7642.5,8078.3,35.24,142,,,35.24,142,,,1.0,11:08:03.35,-12:29:07.4,P97,11:08:03.23,-12:29:03.15,-3.52260000001,-5.85011999999,,,,,,,11:08:03,-12:29:09,,,SN2005lw
NGC2930,0.022011,NGC2930,SN2005M,Ia,27404,SDSSJ093732.77+231212.2/PGC027404/NGC2930/MCG+04-23-018/CGCG122-035/2MASXJ09373277+2312121,G,9.5783428,23.4285977,B093442.0+232543,9.6257476,23.2033074,J093732.7+231212,206.8925591,46.2169131,72.9426989,-34.3879073,0,Sbc,,,,,4.4,2.7,697,77,363,36,142.26,,,15826,0.03,14916,408,,,14422,71,12089,117,,,,,,,,,,,,,,7376.0,8.5,7386.6,26.1,7377.0,6.2,136,589,67.45,0.04,695,14143,,,21478,,,,,7272.8,7303.9,7423.8,7669.2,35168,146,35.13,0.03,35.13,0.03,-20987,409,1.0,09:37:33,23:12:12,P95,09:37:32.69,23:12:11.91,-10.3704,-8.90664,,181,154,179,166,,9:37:32.760,23:12:10.00,9:37:32.772,23:12:12.25,SN2005M
UGC3634,0.026321,UGC3634,SN2005na,Ia,20020,UGC03634/PGC020020/MCG+02-18-006/2MASXJ07013676+1408068,G,6.9796679,14.2075172,B065846.8+141227,7.0268986,14.135238,J070136.8+140807,201.3967151,8.607529,29.6614588,-60.1113286,0,SBa,B,R,,,1.0,0.4,1045,44,273,35,130.78,,,,,15.5,0.5,,,,,10112,51,,,,,,,,,,,,,,,,7890.9,2.0,7890.9,2.0,337,239,63.65,0.04,1066,14826,,,24172,,,,,7789.3,7800.0,7823.5,8044.7,35287,139,35153,32,35153,32,-20327,501,1.0,07:01:33,14:08:52,P95,07:01:36.83,14:08:06.86,2.47559999999,4.1432,,197,111,197,146,,7:01:36.620,14:07:59.70,7:01:36.762,14:08:6.89,SN2005na
NGC3363,0.01922,NGC3363,SN2005Z,II,32089,UGC05866/SDSSJ104509.45+220442.6/SDSSJ104509.45+220442.5/PGC032089/NGC3363/MCG+04-26-002/IRAS10424+2220/CGCG125-003/AGC005866/2MASXJ10450942+2204425,G,10.707443,22.3416335,B104226.8+222030,10.7526242,22.0785122,J104509.4+220443,215.9388601,60.9338921,84.0328592,-22.1523091,0,Sbc,,,,,3.5,2.1,936,57,0.14,26,179.18,23566,272,15369,149,14471,401,,,12504,189,10257,39,,,185.43,4.54,,,,,,,15495,213,12957,5777.3,6.2,5779.1,2.9,5778.8,2.2,121,219,45.34,0.02,942,14094,,,22644,260.71,6.68,15473,1379,5676.3,5715.2,5860.0,6100.3,34647,185,,,34647,185,-20554,442,1.0,10:45:09.18,+22:04:38.3,P97,10:45:09.45,22:04:42.64,-6.70679999995,-4.64392,,,,,,,10:45:09,22:04:38,,,SN2005Z
IC4582,0.008896,IC4582,SN2006be,II,55967,UGC10021/SDSSJ154539.15+280518.3/PGC055967/NIBLES2339/MCG+05-37-020/IRAS15435+2814/IC4582/CGCG166-052/AGC010021/ADBSJ154540+2805/2MFGC12674/2MASXJ15453941+2805193,G,15.7264559,28.2435397,B154335.2+281437,15.7609184,28.0885226,J154539.3+280519,44.7772956,51.6025392,92.2640731,44.6665283,0,SBbc,B,,,,3.8,1.0,1.08,0.08,585,48,172.1,22559,389,,,14834,322,,,,,10598,58,,,131.26,3.32,,,,,,,15267,198,12881,2149.4,3.5,2137.6,4.0,2144.2,4.5,126,877,83.09,0.14,1069,13816,,,22982,132.22,3.36,15.13,1313,2257.4,2255.2,2397.1,2242.0,32734,453,32.86,0.4,32805,0.3,-18988,0.44,2.0,15:45:39.55/15:45:39.40,+28:05:46.0/+28:05:54.0,P97,15:45:39.31,28:05:18.68,-4.59359999986,0.318639999992,,,,,,,15:45:39,28:05:19,,,SN2006be
NGC5185,0.024523,NGC5185,SN2006br,Ia,47422,UGC08488/SDSSJ133002.25+132457.8/SDSSJ133002.24+132457.8/PGC047422/NGC5185/MCG+02-34-025/CGCG072-104/ALFALFA1-593/AGC008488/2MFGC10857/2MASXJ13300224+1324573,G,13.4596082,13.6737819,B132734.6+134026,13.500631,13.4160473,J133002.3+132458,338.1756789,73.5868304,105.6576013,11.8500633,0,SBb,B,R,M,,3.0,0.4,1302,0.04,434,46,57.58,23134,452,15923,231,14475,336,,,12648,299,10272,78,,,277.34,3.66,,,,,,,16353,95,,7373.4,4.0,7398.4,3.6,7387.3,9.0,106,608,74.16,0.06,1295,13705,,,24.03,288.29,3.88,16292,2587,7328.8,7372.0,7530.6,7671.1,35204,144,35.26,0.05,35254,47,-21549,339,1.0,13:30:02,13:24:59,P95,13:30:02.27,13:24:57.77,-4.07400000005,-0.770280000002,,181,158,148,161,,13:30:1.800,13:24:56.80,13:30:2.245,13:24:57.40,SN2006br
M+03-41-04,0.032155,MCG+03-41-004,SN2006bt,Ia,56443,SDSSJ155633.68+200308.5/SDSSJ155633.67+200308.5/SDSSJ155633.67+200308.4/PGC056443/NPM1G+20.0457/MCG+03-41-004/CGCG108-013/2MASXJ15563364+2003082,G,15.9057886,20.1963313,B155420.8+201147,15.9426835,20.0524037,J155633.7+200309,33.7015309,47.2357668,103.7222819,47.4392718,0,S0-a,,,,,-0.2,1.0,1028,67,78,44,30.24,21397,232,16289,46,14763,164,,,13123,63,10643,76,,,,,,,,,,,,,,,,9617.9,2.1,9617.9,2.1,218,23,36.41,0.02,1043,14378,,,23605,,,,,9711.0,9715.5,9846.2,9713.6,35789,0.11,35817,51,35812,46,-21434,0.17,1.0,15:56:31,20:02:46,P95,15:56:33.66,20:03:08.65,-39.9090,-22.65332,,,,,,,15:56:31,20:02:46,,,SN2006bt
UGC11214,0.008903,UGC11214,SN2006ca,II,61802,UGC11214/PGC061802/MCG+02-47-002/IRAS18205+1224/HIPASSJ1822+12/CGMW5-03145/2MIG2500/2MASXJ18225326+1225457,G,18.3428107,12.4029814,B182034.1+122411,18.3814605,12.4293474,J182253.3+122546,40.9344599,11.8960345,138.2633997,81.5480691,1,Sc,,R,,,5.9,0.5,1053,71,18,0.05,,,,,,15.0,0.5,,,,,11127,223,,,36.8,1.29,,,,,,,15.61,92,12776,2649.1,3.6,2668.9,3.9,2658.4,7.2,1007,31,16.49,0.02,1147,13.95,,,23969,129.67,7.6,15588,1639,2843.5,2815.2,2861.6,2539.0,33098,379,,,33098,379,-19149,628,1.0,18:22:54.29,+12:26:05.2,P97,18:22:53.26,12:25:45.65,11.1330000001,17.34936,,,,,,,18:22:54,12:26:03,,,SN2006ca
UGC11723,0.01633,UGC11723,SN2006cm,Ia,66579,UGC11723/PGC066579/MCG+00-54-012/KIG0906/IRAS21177-0153/CGCG375-027/6dFJ2120175-014104/2MIG2898/2MFGC16159/2MASXJ21201749-0141036,G,21.2950896,-1.8967529,B211742.3-015348,21.3381807,-1.6842554,J212017.5-014103,50.3337088,-33.4643735,273.8569279,50.1164301,0,Sb,,,,,3.0,0.4,1197,0.03,691,27,28.43,,,,,14813,325,,,12766,106,9994,45,,,204.57,6.27,,,,,,,15462,87,12.17,4895.6,4.0,4872.3,30.0,4895.2,3.6,208,908,90.0,0.83,1189,13661,,,23494,204.57,,14636,975,5100.7,5045.1,4963.9,4571.7,34299,219,34.26,0.03,34.26,0.03,-20599,326,1.0,21:20:17.57,-01:41:03.0,P97,21:20:17.45,-01:41:03.32,-6.75779999992,0.319440000001,,,,,,,21:20:17,-1:41:03,,,SN2006cm
UGC9530,0.028620,UGC9530,SN2006cu,II,52832,UGC09530/SDSSJ144742.49+093934.0/PGC052832/MCG+02-38-013/CGCG076-051/AGC009530/2MASXJ14474250+0939339,G,14.7545444,9.8675372,B144516.4+095203,14.7951375,9.659441,J144742.5+093934,5.9765117,57.4980917,114.1107066,29.5699441,0,Sbc,,,,,3.9,2.0,832,0.06,172,26,89.39,22147,0.28,16001,151,14975,268,,,13933,68,11776,194,,,107.95,3.9,,,,,,,16321,0.14,,8583.7,4.4,8557.2,4.6,8570.8,9.7,121,277,49.4,0.02,837,14521,,,22566,142.17,5.25,16299,1778,8561.0,8594.5,8735.4,8776.0,35.53,124,34.62,0.54,35.53,124,-21009,296,1.0,14:47:42.50,+09:39:34.0,P97,14:47:42.49,09:39:33.99,7.57500000001,0.0124000000028,,,,,,,14:47:43,9:39:34,,,SN2006cu
M-01-33-34,0.008632,MCG-01-33-034,SN2006D,Ia,43690,PGC043690/MRK1337/MCG-01-33-034/IRAS12499-0930/HCG062:[ZM98]0011/2MASXJ12523471-0946363,G,12.8328802,-9.5051084,B124958.4-093018,12.8762912,-9.7765831,J125234.6-094636,303.3994424,53.094139,125.7081929,-3.2142915,0,SABa,B,,,,2.1,0.7,1121,36,221,23,113.54,,,,,14165,442,,,12355,75,10518,88,,,101.87,5.5,,,,,,,15155,266,11872,2556.5,5.4,2588.0,38.9,2557.1,4.9,198,279,56.57,0.03,1131,13662,,,23186,122.07,6.66,15124,1462,2376.2,2449.4,2569.5,2892.1,32873,422,33083,48,33083,48,-19421,444,1.0,12:52:35,-9:46:36,P95,12:52:34.65,-09:46:035.7,-9.7248,4.69915999999,,228,202,165,173,,12:52:33.870,-9:46:30.70,12:52:34.709,-9:46:35.72,SN2006D
